date,Voltage,Current
12/13/2013 14:50:19,3.428202391,2.599924326
12/13/2013 14:50:49,3.432250738,2.599924326
12/13/2013 14:51:19,3.435651541,2.599744081
12/13/2013 14:51:49,3.439213991,2.599924326
12/13/2013 14:52:19,3.442128897,2.599924326
12/13/2013 14:52:49,3.445043564,2.599924326
12/13/2013 14:53:19,3.447634697,2.599744081
12/13/2013 14:53:49,3.450225592,2.600104809
12/13/2013 14:54:19,3.452330589,2.599924326
12/13/2013 14:54:49,3.454759598,2.600104809
12/13/2013 14:55:19,3.45702672,2.600104809
12/13/2013 14:55:49,3.459131956,2.600104809
12/13/2013 14:56:19,3.461075068,2.600104809
12/13/2013 14:56:49,3.46334219,2.599924326
12/13/2013 14:57:19,3.465771198,2.599924326
12/13/2013 14:57:49,3.468038321,2.600104809
12/13/2013 14:58:19,3.470467329,2.599924326
12/13/2013 14:58:49,3.472896338,2.599924326
12/13/2013 14:59:19,3.475487232,2.599924326
12/13/2013 14:59:49,3.478240013,2.599924326
12/13/2013 15:00:19,3.481316805,2.599924326
12/13/2013 15:00:49,3.484393597,2.600104809
12/13/2013 15:01:19,3.487956047,2.600104809
12/13/2013 15:01:49,3.49135685,2.599924326
12/13/2013 15:02:19,3.495243073,2.599744081
12/13/2013 15:02:49,3.499615431,2.600104809
12/13/2013 15:03:19,3.503987551,2.599924326
12/13/2013 15:03:49,3.509169579,2.599744081
12/13/2013 15:04:20,3.514513254,2.599924326
12/13/2013 15:04:50,3.520666838,2.599744081
12/13/2013 15:05:20,3.527629852,2.600104809
12/13/2013 15:05:50,3.535402775,2.599924326
12/13/2013 15:06:20,3.544471025,2.600104809
12/13/2013 15:06:50,3.554996729,2.599924326
12/13/2013 15:07:20,3.566817999,2.599924326
12/13/2013 15:07:50,3.580906153,2.599744081
12/13/2013 15:08:20,3.597909212,2.599744081
12/13/2013 15:08:50,3.61847496,2.599924326
12/13/2013 15:09:20,3.643574715,2.600104809
12/13/2013 15:09:50,3.674827814,2.599924326
12/13/2013 15:10:20,3.714663744,2.599924326
12/13/2013 15:10:50,3.766320467,2.600104809
12/13/2013 15:11:20,3.837733507,2.599744081
12/13/2013 15:11:50,3.942018986,2.600104809
12/13/2013 15:12:19,4.10022831,2.599924326
12/13/2013 15:12:49,4.099580765,1.591800332
12/13/2013 15:13:19,4.099580765,1.03607893
12/13/2013 15:13:49,4.099742413,0.682847857
12/13/2013 15:14:19,4.099580765,0.45835951
12/13/2013 15:14:49,4.099580765,0.316273689
12/13/2013 15:15:19,4.099742413,0.224675238
12/13/2013 15:15:49,4.099904537,0.164811671
12/13/2013 15:16:19,4.099742413,0.124421798
12/13/2013 15:16:49,4.099742413,0.097014382
12/13/2013 15:17:15,4.099742413,0.079884745
12/13/2013 15:17:45,4.012460232,0
12/13/2013 15:18:15,3.951573133,0
12/13/2013 15:18:45,3.903802395,0
12/13/2013 15:19:15,3.8644526,0
12/13/2013 15:19:15,3.8644526,-0.000354066
12/13/2013 15:19:45,3.831094265,0
12/13/2013 15:20:15,3.802917719,0
12/13/2013 15:20:45,3.206191063,-2.599911213
12/13/2013 15:21:15,3.188216448,-2.599911213
12/13/2013 15:21:45,3.180929422,-2.600091696
12/13/2013 15:22:15,3.176233292,-2.599911213
12/13/2013 15:22:45,3.172508717,-2.599911213
12/13/2013 15:23:15,3.169108152,-2.599730968
12/13/2013 15:23:45,3.166193485,-2.599730968
12/13/2013 15:24:15,3.163602352,-2.599730968
12/13/2013 15:24:45,3.161011457,-2.599911213
12/13/2013 15:25:15,3.158582449,-2.599911213
12/13/2013 15:25:45,3.156639338,-2.599730968
12/13/2013 15:26:15,3.154534101,-2.599911213
12/13/2013 15:26:45,3.15259099,-2.600091696
12/13/2013 15:27:15,3.150323868,-2.599911213
12/13/2013 15:27:45,3.148704529,-2.599911213
12/13/2013 15:28:15,3.146761417,-2.599730968
12/13/2013 15:28:45,3.144979954,-2.599730968
12/13/2013 15:29:15,3.143036842,-2.599911213
12/13/2013 15:29:45,3.141255617,-2.599730968
12/13/2013 15:30:15,3.139312267,-2.599911213
12/13/2013 15:30:45,3.137531042,-2.599730968
12/13/2013 15:31:15,3.135426044,-2.599730968
12/13/2013 15:31:45,3.133320808,-2.599730968
12/13/2013 15:32:15,3.131215572,-2.599911213
12/13/2013 15:32:46,3.129110575,-2.599911213
12/13/2013 15:33:16,3.126681566,-2.599911213
12/13/2013 15:33:46,3.124252558,-2.599730968
12/13/2013 15:34:16,3.121823549,-2.599730968
12/13/2013 15:34:46,3.119232655,-2.599911213
12/13/2013 15:35:16,3.116479635,-2.599911213
12/13/2013 15:35:46,3.113888741,-2.599730968
12/13/2013 15:36:16,3.110973835,-2.599911213
12/13/2013 15:36:46,3.108059168,-2.599730968
12/13/2013 15:37:16,3.104982376,-2.599911213
12/13/2013 15:37:46,3.101905584,-2.599730968
12/13/2013 15:38:16,3.09850502,-2.599730968
12/13/2013 15:38:46,3.095104456,-2.599730968
12/13/2013 15:39:16,3.091703653,-2.599911213
12/13/2013 15:39:46,3.088141203,-2.599911213
12/13/2013 15:40:16,3.084416628,-2.599911213
12/13/2013 15:40:46,3.080530405,-2.599911213
12/13/2013 15:41:16,3.076643944,-2.599730968
12/13/2013 15:41:46,3.07243371,-2.599730968
12/13/2013 15:42:16,3.067899466,-2.600091696
12/13/2013 15:42:46,3.063527346,-2.600091696
12/13/2013 15:43:16,3.059154987,-2.599730968
12/13/2013 15:43:46,3.054458857,-2.599911213
12/13/2013 15:44:16,3.049438953,-2.599911213
12/13/2013 15:44:46,3.044580936,-2.599730968
12/13/2013 15:45:16,3.039561033,-2.599730968
12/13/2013 15:45:46,3.033893347,-2.599911213
12/13/2013 15:46:16,3.028387547,-2.599911213
12/13/2013 15:46:46,3.022072077,-2.599730968
12/13/2013 15:47:16,3.015109062,-2.599730968
12/13/2013 15:47:46,3.007174253,-2.599730968
12/13/2013 15:48:16,2.997944117,-2.599730968
12/13/2013 15:48:46,2.987256289,-2.599730968
12/13/2013 15:49:16,2.974625587,-2.599730968
12/13/2013 15:49:46,2.95988965,-2.599730968
12/13/2013 15:50:16,2.94256258,-2.599911213
12/13/2013 15:50:46,2.922320843,-2.599550724
12/13/2013 15:51:16,2.898516655,-2.599911213
12/13/2013 15:51:46,2.870501995,-2.599730968
12/13/2013 15:52:16,2.837467432,-2.599730968
12/13/2013 15:52:46,2.797631741,-2.599911213
12/13/2013 15:53:16,2.749051571,-2.599911213
12/13/2013 15:53:46,2.687192678,-2.599911213
12/13/2013 15:54:16,2.603148937,-2.599730968
12/13/2013 15:54:46,2.468258142,-2.599550724
12/13/2013 15:55:16,2.130301952,-2.599730968
12/13/2013 15:55:22,1.99929738,-2.599730968
12/13/2013 15:55:22,2.135321856,-0.000354066
12/13/2013 15:55:52,2.538213491,0
12/13/2013 15:56:22,2.594242573,0
12/13/2013 15:56:52,2.624200583,0
12/13/2013 15:57:22,2.644280195,0
12/13/2013 15:57:53,2.998753786,2.599924326
12/13/2013 15:58:23,3.093322992,2.600285053
12/13/2013 15:58:53,3.158420563,2.600104809
12/13/2013 15:59:23,3.208296299,2.600104809
12/13/2013 15:59:53,3.248779774,2.599924326
12/13/2013 16:00:23,3.282947779,2.599924326
12/13/2013 16:00:53,3.311609983,2.600104809
12/13/2013 16:01:23,3.333956957,2.600104809
12/13/2013 16:01:53,3.346749783,2.599744081
12/13/2013 16:02:23,3.354846478,2.599924326
12/13/2013 16:02:53,3.361323833,2.600104809
12/13/2013 16:03:23,3.36699152,2.599924326
12/13/2013 16:03:53,3.372335196,2.599924326
12/13/2013 16:04:23,3.378002882,2.600104809
12/13/2013 16:04:53,3.383508682,2.599924326
12/13/2013 16:05:23,3.389176369,2.599924326
12/13/2013 16:05:53,3.395005941,2.600285053
12/13/2013 16:06:23,3.400187969,2.599924326
12/13/2013 16:06:53,3.405369759,2.599924326
12/13/2013 16:07:23,3.410389662,2.599924326
12/13/2013 16:07:53,3.415085793,2.599924326
12/13/2013 16:08:23,3.419781923,2.599924326
12/13/2013 16:08:53,3.424316168,2.600104809
12/13/2013 16:09:23,3.428526402,2.599924326
12/13/2013 16:09:53,3.432412863,2.599924326
12/13/2013 16:10:23,3.435975313,2.599924326
12/13/2013 16:10:53,3.439213991,2.600104809
12/13/2013 16:11:23,3.442452669,2.599924326
12/13/2013 16:11:53,3.445043564,2.599744081
12/13/2013 16:12:23,3.447958469,2.600285053
12/13/2013 16:12:53,3.450387478,2.599924326
12/13/2013 16:13:23,3.4526546,2.600104809
12/13/2013 16:13:53,3.455083609,2.600104809
12/13/2013 16:14:23,3.457188606,2.599924326
12/13/2013 16:14:53,3.459455729,2.600104809
12/13/2013 16:15:23,3.461399078,2.600104809
12/13/2013 16:15:53,3.463665962,2.599924326
12/13/2013 16:16:23,3.466094971,2.600104809
12/13/2013 16:16:53,3.468362093,2.600104809
12/13/2013 16:17:23,3.470629215,2.599924326
12/13/2013 16:17:53,3.47322011,2.599924326
12/13/2013 16:18:23,3.475649118,2.599924326
12/13/2013 16:18:53,3.47872591,2.600104809
12/13/2013 16:19:23,3.481640816,2.600104809
12/13/2013 16:19:53,3.484555483,2.599744081
12/13/2013 16:20:23,3.487956047,2.599744081
12/13/2013 16:20:53,3.491680622,2.600104809
12/13/2013 16:21:23,3.495405197,2.599924326
12/13/2013 16:21:53,3.499777317,2.599924326
12/13/2013 16:22:23,3.504311562,2.600104809
12/13/2013 16:22:53,3.509331465,2.599924326
12/13/2013 16:23:23,3.514837265,2.599924326
12/13/2013 16:23:53,3.52099061,2.599924326
12/13/2013 16:24:23,3.527953863,2.599924326
12/13/2013 16:24:53,3.535888672,2.599924326
12/13/2013 16:25:23,3.544795036,2.599924326
12/13/2013 16:25:53,3.554996729,2.599924326
12/13/2013 16:26:23,3.567141771,2.599744081
12/13/2013 16:26:53,3.581068039,2.599744081
12/13/2013 16:27:23,3.597909212,2.599744081
12/13/2013 16:27:53,3.618313074,2.599924326
12/13/2013 16:28:23,3.643250704,2.599924326
12/13/2013 16:28:53,3.674342155,2.599924326
12/13/2013 16:29:23,3.71369195,2.600104809
12/13/2013 16:29:53,3.765025139,2.600104809
12/13/2013 16:30:23,3.835466385,2.599924326
12/13/2013 16:30:54,3.938132524,2.599924326
12/13/2013 16:31:24,4.099256992,2.599924326
12/13/2013 16:31:24,4.100066662,2.600104809
12/13/2013 16:31:54,4.099742413,1.593783736
12/13/2013 16:32:24,4.099580765,1.038242698
12/13/2013 16:32:54,4.099742413,0.684831321
12/13/2013 16:33:24,4.099742413,0.460523248
12/13/2013 16:33:54,4.099742413,0.317355573
12/13/2013 16:34:24,4.099742413,0.225396484
12/13/2013 16:34:54,4.099742413,0.164451048
12/13/2013 16:35:24,4.099742413,0.123880856
12/13/2013 16:35:54,4.099742413,0.096473441
12/13/2013 16:36:18,4.099580765,0.079884745
12/13/2013 16:36:48,4.01262188,0
12/13/2013 16:37:18,3.952058792,0
12/13/2013 16:37:48,3.904450178,0
12/13/2013 16:38:18,3.86526227,0
12/13/2013 16:38:18,3.86526227,-0.000173754
12/13/2013 16:38:49,3.832227707,0
12/13/2013 16:39:19,3.804051161,0
12/13/2013 16:39:49,3.206029177,-2.599730968
12/13/2013 16:40:19,3.188054562,-2.599911213
12/13/2013 16:40:49,3.180929422,-2.599730968
12/13/2013 16:41:19,3.176071405,-2.599730968
12/13/2013 16:41:49,3.17234683,-2.599911213
12/13/2013 16:42:19,3.168946266,-2.599730968
12/13/2013 16:42:49,3.165869474,-2.599911213
12/13/2013 16:43:19,3.16327858,-2.599730968
12/13/2013 16:43:49,3.160849571,-2.599550724
12/13/2013 16:44:19,3.158582449,-2.599730968
12/13/2013 16:44:49,3.156477451,-2.599730968
12/13/2013 16:45:19,3.154534101,-2.599911213
12/13/2013 16:45:49,3.152429104,-2.599730968
12/13/2013 16:46:19,3.150161982,-2.600091696
12/13/2013 16:46:49,3.148542643,-2.599911213
12/13/2013 16:47:19,3.146761417,-2.599730968
12/13/2013 16:47:49,3.144656181,-2.599911213
12/13/2013 16:48:19,3.142874956,-2.599730968
12/13/2013 16:48:49,3.141093731,-2.599730968
12/13/2013 16:49:19,3.139150381,-2.599911213
12/13/2013 16:49:49,3.13720727,-2.599730968
12/13/2013 16:50:19,3.13526392,-2.599730968
12/13/2013 16:50:49,3.133158922,-2.599730968
12/13/2013 16:51:19,3.131053686,-2.600091696
12/13/2013 16:51:49,3.128948689,-2.599911213
12/13/2013 16:52:19,3.126681566,-2.599730968
12/13/2013 16:52:49,3.124090672,-2.600091696
12/13/2013 16:53:19,3.121661663,-2.599730968
12/13/2013 16:53:49,3.118908644,-2.599730968
12/13/2013 16:54:19,3.116317749,-2.599730968
12/13/2013 16:54:49,3.113726854,-2.599730968
12/13/2013 16:55:19,3.110973835,-2.599730968
12/13/2013 16:55:49,3.108059168,-2.599911213
12/13/2013 16:56:19,3.10482049,-2.599911213
12/13/2013 16:56:49,3.101581812,-2.599911213
12/13/2013 16:57:19,3.098343134,-2.599730968
12/13/2013 16:57:49,3.094942331,-2.599911213
12/13/2013 16:58:19,3.091379881,-2.599911213
12/13/2013 16:58:49,3.087979317,-2.599911213
12/13/2013 16:59:19,3.084254742,-2.600091696
12/13/2013 16:59:49,3.08036828,-2.599730968
12/13/2013 17:00:19,3.076482058,-2.599911213
